λ,u_s,q_s,u_a,q_a,u_b,q_b,θs,θa,θb,Ps,Pa,Pb,mean_u,mean_q,p_mean,std_u,std_q,std_p,θ,std_θ
"0,049005986748982","-3,8137185457453384","6,263093875719374","-2,9753577726781355","0,6320342672139493","-3,736938835777585","0,8326342855968505","-15,669020254505174","-39,0036624064004","-38,719501242581096","7,332857154086357","3,041746404677561","3,8285756771799755","-3,5086717180670193","2,575920809510058","4,734393078647964","0,3784103629882743","2,608510942661651","1,4466982498291412","63,14228329829688","11,76469284506409"
"0,049024097971731496","-4,820607999812561","6,525271014557537","-3,795108476971169","0,8408297474776002","-3,624703020615655","1,171344268267407","-18,227749643514628","-38,75378142006864","-36,045726885227786","8,112793803695594","3,88713815244862","3,809267565092161","-4,080139832466462","2,845815010100848","5,269733173745458","0,5281914646720451","2,605264839853141","1,4651534139199534","62,44749690502241","11,07575973001326"
"0,049042209194481004","-4,586375973322786","6,476900752971535","-4,337683350444553","0,4229740287998854","-2,936475914540506","1,6442410053617893","-17,65139823158784","-42,21530499017421","-30,37696459479476","7,936314505645285","4,358256977022246","3,3654745995757644","-3,9535117461026146","2,848038595711069","5,220015360747765","0,7262843415538374","2,613982105818371","1,528590346213125","62,88414908418878","11,081443730177453"
"0,0490603204172305","-3,9764767759302586","6,067466831057875","-3,657959353242101","0,7810303967277497","-3,1791424710893317","1,9151329301485978","-16,619951138784867","-38,973725763796345","-29,467504415079635","7,254413918125999","3,74041108844791","3,711425735700977","-3,6045262000872302","2,921210052644741","4,902083580758295","0,32769581912814094","2,272406349498382","1,3754247049884167","64,5111436889472","9,832029884234586"
"0,04907843163998","-4,207315452060101","6,454149892575041","-3,845295504266138","1,5232847306065203","-3,2089833354990334","1,9571334514803498","-16,549713639178616","-34,194689944957105","-29,31065828045685","7,704385384245138","4,136023922274671","3,7587159236119305","-3,7538647639417575","3,31152269155397","5,199708410043914","0,41266325169280854","2,2292204125507062","1,4506380371497083","65,70878202099935","8,984899153186113"
"0,0490965428627295","-4,132406816736476","6,339666981656175","-3,777165355838102","1,4443315002344073","-4,2520760018009245","2,0961093338104924","-16,54882632503571","-34,53694702866614","-31,879240997257018","7,567573160354092","4,043893125184313","4,740656564694262","-4,053882724791834","3,2933692719003584","5,450707616744222","0,20167557309369294","2,170430201355319","1,319944531238574","64,54518223033","8,50882788837675"
"0,049114654085479","-4,454862568334239","5,543083334769458","-3,5001752684696545","1,497661896493276","-3,448749155079063","1,7691042886394517","-19,394063591189404","-33,41739549758027","-31,4217723046303","7,111369302669102","3,807127272132422","3,876028988377287","-3,8012623306276523","2,9366165066340617","4,9315085210596035","0,46264177238420323","1,84637884117194","1,1558684046625067","63,843710277565904","8,421734340477673"
"0,0491327653082285","-4,13820833365264","5,013558093428121","-3,803257791188676","1,830545878965435","-4,101307297793681","1,5325720589550773","-19,768192105893128","-32,14901221706116","-34,75517212163709","6,500810177884814","4,220861054481029","4,378298604118442","-4,0142578075449995","2,792225343782878","5,033323278828095","0,1499581648074834","1,5754230094036679","0,8821077037229222","62,410792980581206","7,167492367943028"
"0,049150876530977904","-4,4701979819324205","5,42449708709076","-3,762920378704159","1,6577871749796655","-3,4154617887451333","1,0658124311385706","-19,74555838865857","-33,111846880823784","-36,33459943042332","7,029070966033052","4,1119129482509855","3,5778953825884314","-3,8828600497939045","2,7160322310696654","4,90629309895749","0,4388669143986134","1,9303617850137935","1,1236387356322608","62,486253890159446","9,032989993844485"
"0,0491689877537274","-3,897889410891541","5,199830110597011","-3,831224777028471","1,396985246001761","-3,373696607659434","1,28550133244877","-18,42795485953204","-34,983275642464385","-34,5706682046917","6,498597928677519","4,077971440515917","3,610310578919816","-3,700936931859815","2,627438896349181","4,728959982704417","0,2329888633806378","1,8195245871930104","1,0272513088199384","62,68621112605349","8,662637009148126"
"0,0491870989764769","-4,108199006147804","5,020310323240782","-3,5990784797404816","1,2466273823671274","-3,5947131697225654","1,4866422949907836","-19,64700159563151","-35,447621061502964","-33,76589838603992","6,486972700401303","3,808864100200816","3,889995897919728","-3,76733021853695","2,584526666866231","4,728610899507283","0,24103721947499876","1,7251441109013606","0,9622722641926796","62,2257755217757","8,365704808828767"
"0,049205210199226405","-4,128696894248335","4,494727459127704","-4,165174739846784","1,0762780507732959","-3,143691240905061","1,4284492849825483","-21,284738846052086","-37,755862872229095","-32,781808699672155","6,103172369875557","4,301982688951002","3,453007671278817","-3,8125209583333928","2,333151598294516","4,619387576701792","0,4731684347680879","1,5352119932121577","0,8681902679771167","60,73270807729802","7,99700541719665"
"0,0492233214219759","-4,245160075083524","3,765894300495893","-3,96652233002306","1,4961787736654582","-3,6194733093955067","1,6014248390982748","-24,211835576155156","-34,666720867789344","-33,06657648715637","5,6747990224844616","4,239321917163007","3,957922251978605","-3,943718571500696","2,2878326377532088","4,624014397208691","0,25594399223442427","1,046030239436867","0,5616977405988843","60,059453075262894","5,5830057874511585"
"0,0492414326447254","-4,02733966248107","3,921329745376148","-3,669248199404195","1,1932549145707299","-3,3715817145465623","1,9238580653300288","-22,882048896456077","-35,992628556697476","-30,145244669971603","5,621057883438393","3,858398584902567","3,8818543395393057","-3,689389858810609","2,3461475750923024","4,453770269293422","0,2680906394021146","1,1530667494873394","0,6467350593579038","61,22649733575062","6,211174957402022"
"0,04925954386747491","-4,203644809052774","3,7327190918385424","-3,565625442374206","0,7373789714698401","-3,9482475320315826","1,806238627334667","-24,197909490255455","-39,157909135825584","-32,708460368653725","5,6217276258506415","3,6410729933458037","4,341791859712911","-3,905839261152854","2,0921122302143496","4,534864159636452","0,2621908009362939","1,2394376135409575","0,6147787806450025","59,08757582329197","6,787428685593497"
"0,0492776550902244","-4,584109985954755","3,256828747223638","-3,828352789809566","0,9749334366877993","-4,04442121526298","1,6056441564572705","-27,3038564078617","-37,85633446491342","-34,173406518409934","5,6232550939889245","3,9505417716073534","4,35148665672258","-4,152294663675767","1,9458021134562358","4,6417611741062865","0,31782568129469874","0,9621303199475789","0,4934572351622537","57,55410254121084","5,375552705314797"
"0,0492957663129739","-4,4522444477665095","3,2776897302786967","-3,458560345073425","1,1007843658004928","-4,183393427944295","1,893897407408164","-26,81996942348414","-36,17243062771031","-32,82144123658586","5,528628273870667","3,629513174036595","4,592126736355921","-4,0313994069280765","2,0907905011624512","4,5834227280877275","0,4196654705871882","0,8995570796229281","0,5519363404853905","58,706225222934975","5,0884222843553"
"0,0493138775357234","-4,083335269432615","3,895392576528979","-4,077699021276641","1,0923391161010105","-3,650997746458614","1,9910103163352573","-23,17468977049437","-37,50181601974753","-30,697449289594747","5,643377556735807","4,221472971923996","4,158594308705683","-3,9373440123892904","2,326247336321749","4,674481612455161","0,20249046040517563","1,168635977020894","0,6060639665490409","60,287644765155164","6,064627912316358"
"0,049331988758472896","-4,0437316297021155","4,836373379289979","-3,927704414362323","1,623287186859938","-3,467922065794434","1,7237043589508962","-19,94963676253448","-33,77255197631449","-31,78533742191435","6,304147282302192","4,24993214741423","3,8726786816737397","-3,8131193699529575","2,7277883083669376","4,8089193704633875","0,24864494468164944","1,491558279809482","0,8687323097324929","62,78938237129649","7,096049356353308"
"0,0493500999812224","-4,084075891066739","5,417394750363294","-3,5775129564012014","1,4906692553445717","-3,4850999246751146","1,6693856088363976","-18,505989728665142","-33,68980239952852","-32,20263749165742","6,784382194810103","3,8756539812073014","3,8642942170544625","-3,715562924047685","2,8591498715147545","4,8414434643572895","0,26329501483328727","1,8104230682113023","1,0880857527191865","63,78925823129789","8,27336712669193"
"0,0493682112039719","-4,435051442902835","5,11651439744057","-4,120528135751847","1,2376844227805408","-3,586221127494635","1,3239352340730293","-20,459554250430816","-36,64064551773095","-34,868613174883","6,771144724521191","4,302396407575223","3,822798252498933","-4,047266902049773","2,5593780180980468","4,965446461531783","0,3503842009011047","1,8085112933994254","0,9749427685922561","61,15405600636057","8,568924808630868"
"0,0493863224267214","-4,348547045761916","5,552284229483472","-3,760088010069049","0,9578099849354831","-3,6363236404025714","1,3396712172459726","-19,034017320212723","-37,85446743006514","-34,88775734056862","7,052497541593018","3,880162601065466","3,8752507774423988","-3,9149862320778452","2,6165884772216423","4,935970306700295","0,3107095526602834","2,0816958891845103","1,1307029497184766","61,878431216394205","9,631131552313416"
"0,0494044336494708","-4,113538934971305","6,004679106753741","-3,853792936918623","1,4319192249626063","-3,454792537667046","2,131379875147371","-17,206655420328918","-34,80844823390098","-29,16407118771409","7,278555745792552","4,111217905616458","4,059356063528196","-3,807374803185658","3,189326068954573","5,149709904979069","0,2709276488225516","2,011130833780335","1,2615404260816032","64,97595984630595","8,324780597873714"
